DBN,School Name,Year,Total Enrollment,Grade PK,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Other,% Other,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty
09X241,Urban Assembly School for Applied Math and Science,2014-15,619,0,0,0,0,0,0,0,89,89,90,95,94,79,83,301,48.6%,318,51.4%,5,0.8%,212,34.2%,392,63.3%,4,0.6%,6,1.0%,124,20.0%,59,9.5%,571,92.2%
09X250,Eximius College Preparatory Academy: A College Boa,2010-11,359,0,0,0,0,0,0,0,0,0,52,99,85,68,55,186,51.8%,173,48.2%,4,1.1%,153,42.6%,200,55.7%,1,0.3%,1,0.3%,67,18.7%,31,8.6%,359,100.0%
09X250,Eximius College Preparatory Academy: A College Boa,2011-12,356,0,0,0,0,0,0,0,0,0,0,157,95,49,55,190,53.4%,166,46.6%,2,0.6%,145,40.7%,207,58.1%,1,0.3%,1,0.3%,70,19.7%,29,8.1%,356,100.0%
09X250,Eximius College Preparatory Academy: A College Boa,2012-13,393,0,0,0,0,0,0,0,0,0,0,137,129,69,58,208,52.9%,185,47.1%,4,1.0%,164,41.7%,215,54.7%,6,1.5%,4,1.0%,83,21.1%,34,8.7%,363,92.4%
09X250,Eximius College Preparatory Academy: A College Boa,2013-14,423,0,0,0,0,0,0,0,0,0,0,138,107,111,67,224,53.0%,199,47.0%,2,0.5%,179,42.3%,237,56.0%,2,0.5%,3,0.7%,86,20.3%,41,9.7%,392,92.7%
09X250,Eximius College Preparatory Academy: A College Boa,2014-15,449,0,0,0,0,0,0,0,0,0,0,132,117,85,115,223,49.7%,226,50.3%,5,1.1%,204,45.4%,233,51.9%,4,0.9%,3,0.7%,89,19.8%,41,9.1%,422,94.0%
09X252,Mott Hall Bronx High School,2010-11,358,0,0,0,0,0,0,0,0,0,0,90,92,77,99,193,53.9%,165,46.1%,5,1.4%,105,29.3%,243,67.9%,3,0.8%,2,0.6%,48,13.4%,30,8.4%,358,100.0%
09X252,Mott Hall Bronx High School,2011-12,354,0,0,0,0,0,0,0,0,0,0,89,85,89,91,191,54.0%,162,45.8%,4,1.1%,86,24.3%,261,73.7%,0,0.0%,3,0.8%,56,15.8%,31,8.8%,354,100.0%
09X252,Mott Hall Bronx High School,2012-13,367,0,0,0,0,0,0,0,0,0,0,107,86,78,96,188,51.2%,179,48.8%,3,0.8%,93,25.3%,263,71.7%,4,1.1%,4,1.1%,72,19.6%,37,10.1%,323,88.0%
09X252,Mott Hall Bronx High School,2013-14,379,0,0,0,0,0,0,0,0,0,0,103,102,94,80,189,49.9%,190,50.1%,1,0.3%,81,21.4%,289,76.3%,5,1.3%,3,0.8%,91,24.0%,43,11.3%,341,90.0%
09X252,Mott Hall Bronx High School,2014-15,402,0,0,0,0,0,0,0,0,0,0,98,104,104,96,189,47.0%,213,53.0%,5,1.2%,79,19.7%,307,76.4%,7,1.7%,4,1.0%,97,24.1%,45,11.2%,358,89.1%
09X260,Bronx Center for Science and Mathematics,2010-11,423,0,0,0,0,0,0,0,0,0,0,131,117,96,79,236,55.8%,187,44.2%,28,6.6%,99,23.4%,292,69.0%,0,0.0%,4,0.9%,49,11.6%,12,2.8%,423,100.0%
09X260,Bronx Center for Science and Mathematics,2011-12,444,0,0,0,0,0,0,0,0,0,0,131,128,103,82,239,53.8%,205,46.2%,26,5.9%,108,24.3%,305,68.7%,0,0.0%,5,1.1%,61,13.7%,7,1.6%,444,100.0%
09X260,Bronx Center for Science and Mathematics,2012-13,448,0,0,0,0,0,0,0,0,0,0,127,113,114,94,229,51.1%,219,48.9%,27,6.0%,112,25.0%,304,67.9%,2,0.4%,3,0.7%,69,15.4%,13,2.9%,369,82.4%
09X260,Bronx Center for Science and Mathematics,2013-14,461,0,0,0,0,0,0,0,0,0,0,131,120,112,98,239,51.8%,222,48.2%,26,5.6%,119,25.8%,307,66.6%,3,0.7%,6,1.3%,75,16.3%,18,3.9%,389,84.4%
09X260,Bronx Center for Science and Mathematics,2014-15,457,0,0,0,0,0,0,0,0,0,0,123,119,113,102,234,51.2%,223,48.8%,29,6.3%,117,25.6%,300,65.6%,3,0.7%,8,1.8%,77,16.8%,15,3.3%,379,82.9%
09X263,Validus Preparatory Academy: An Expeditionary Lear,2010-11,370,0,0,0,0,0,0,0,0,0,0,85,86,105,94,237,64.1%,133,35.9%,4,1.1%,133,35.9%,228,61.6%,3,0.8%,2,0.5%,58,15.7%,47,12.7%,370,100.0%
09X263,Validus Preparatory Academy: An Expeditionary Lear,2011-12,365,0,0,0,0,0,0,0,0,0,0,87,87,97,94,204,55.9%,161,44.1%,4,1.1%,125,34.2%,233,63.8%,2,0.5%,1,0.3%,59,16.2%,44,12.1%,302,82.7%
09X263,Validus Preparatory Academy: An Expeditionary Lear,2012-13,381,0,0,0,0,0,0,0,0,0,0,110,90,87,94,209,54.9%,172,45.1%,6,1.6%,117,30.7%,254,66.7%,3,0.8%,1,0.3%,70,18.4%,47,12.3%,337,88.5%
09X263,Validus Preparatory Academy: An Expeditionary Lear,2013-14,374,0,0,0,0,0,0,0,0,0,0,92,104,85,93,205,54.8%,169,45.2%,9,2.4%,114,30.5%,249,66.6%,0,0.0%,2,0.5%,77,20.6%,52,13.9%,340,90.9%
09X263,Validus Preparatory Academy: An Expeditionary Lear,2014-15,375,0,0,0,0,0,0,0,0,0,0,97,97,100,81,194,51.7%,181,48.3%,6,1.6%,101,26.9%,265,70.7%,0,0.0%,3,0.8%,83,22.1%,43,11.5%,328,87.5%
09X274,The New American Academy at Roberto Clemente State,2013-14,312,36,92,91,93,0,0,0,0,0,0,0,0,0,0,163,52.2%,149,47.8%,0,0.0%,118,37.8%,183,58.7%,5,1.6%,6,1.9%,52,16.7%,40,12.8%,304,97.4%
09X274,The New American Academy at Roberto Clemente State,2014-15,506,70,124,107,106,99,0,0,0,0,0,0,0,0,0,262,51.8%,244,48.2%,1,0.2%,179,35.4%,309,61.1%,8,1.6%,9,1.8%,80,15.8%,85,16.8%,439,86.8%
09X276,Leadership Institute,2010-11,262,0,0,0,0,0,0,0,0,0,0,83,77,59,43,125,47.7%,137,52.3%,3,1.1%,87,33.2%,166,63.4%,2,0.8%,4,1.5%,51,19.5%,49,18.7%,229,87.4%
09X276,Leadership Institute,2011-12,230,0,0,0,0,0,0,0,0,0,0,86,70,49,25,110,47.8%,120,52.2%,4,1.7%,76,33.0%,146,63.5%,1,0.4%,3,1.3%,43,18.7%,41,17.8%,202,87.8%
09X276,Leadership Institute,2012-13,237,0,0,0,0,0,0,0,0,0,0,87,72,44,34,101,42.6%,136,57.4%,2,0.8%,80,33.8%,150,63.3%,1,0.4%,4,1.7%,56,23.6%,55,23.2%,214,90.3%
09X276,Leadership Institute,2013-14,227,0,0,0,0,0,0,0,0,0,0,81,66,61,19,97,42.7%,130,57.3%,1,0.4%,74,32.6%,148,65.2%,1,0.4%,3,1.3%,57,25.1%,54,23.8%,219,96.5%
09X276,Leadership Institute,2014-15,207,0,0,0,0,0,0,0,0,0,0,74,61,59,13,94,45.4%,113,54.6%,0,0.0%,73,35.3%,130,62.8%,1,0.5%,3,1.4%,61,29.5%,44,21.3%,190,91.8%
09X294,The Walton Avenue School,2013-14,257,0,77,92,88,0,0,0,0,0,0,0,0,0,0,126,49.0%,131,51.0%,4,1.6%,61,23.7%,182,70.8%,0,0.0%,10,3.9%,39,15.2%,97,37.7%,251,97.7%
09X294,The Walton Avenue School,2014-15,338,0,81,82,88,87,0,0,0,0,0,0,0,0,0,159,47.0%,179,53.0%,7,2.1%,73,21.6%,246,72.8%,2,0.6%,10,3.0%,71,21.0%,120,35.5%,325,96.2%
09X297,Morris Academy for Collaborative Studies,2010-11,431,0,0,0,0,0,0,0,0,0,0,108,117,109,97,211,49.0%,220,51.0%,1,0.2%,126,29.2%,299,69.4%,3,0.7%,2,0.5%,99,23.0%,105,24.4%,431,100.0%
09X297,Morris Academy for Collaborative Studies,2011-12,450,0,0,0,0,0,0,0,0,0,0,148,110,101,91,208,46.2%,242,53.8%,2,0.4%,117,26.0%,329,73.1%,0,0.0%,2,0.4%,102,22.7%,93,20.7%,450,100.0%
09X297,Morris Academy for Collaborative Studies,2012-13,437,0,0,0,0,0,0,0,0,0,0,142,138,79,78,201,46.0%,236,54.0%,5,1.1%,126,28.8%,303,69.3%,1,0.2%,2,0.5%,107,24.5%,80,18.3%,401,91.8%
09X297,Morris Academy for Collaborative Studies,2013-14,464,0,0,0,0,0,0,0,0,0,0,125,141,122,76,224,48.3%,240,51.7%,5,1.1%,131,28.2%,325,70.0%,2,0.4%,1,0.2%,114,24.6%,80,17.2%,424,91.4%
09X297,Morris Academy for Collaborative Studies,2014-15,471,0,0,0,0,0,0,0,0,0,0,113,121,123,114,216,45.9%,255,54.1%,4,0.8%,124,26.3%,338,71.8%,4,0.8%,1,0.2%,118,25.1%,92,19.5%,432,91.7%
09X303,I.S. X303 Leadership & Community Service,2010-11,340,0,0,0,0,0,0,0,108,102,130,0,0,0,0,168,49.4%,172,50.6%,3,0.9%,71,20.9%,262,77.1%,1,0.3%,3,0.9%,56,16.5%,73,21.5%,339,99.7%
09X303,I.S. X303 Leadership & Community Service,2011-12,340,0,0,0,0,0,0,0,131,107,102,0,0,0,0,157,46.2%,183,53.8%,1,0.3%,82,24.1%,255,75.0%,0,0.0%,2,0.6%,61,17.9%,58,17.1%,333,97.9%
09X303,I.S. X303 Leadership & Community Service,2012-13,336,0,0,0,0,0,0,0,105,123,108,0,0,0,0,151,44.9%,185,55.1%,0,0.0%,80,23.8%,253,75.3%,1,0.3%,2,0.6%,97,28.9%,47,14.0%,333,99.1%
09X303,I.S. X303 Leadership & Community Service,2013-14,325,0,0,0,0,0,0,0,102,108,115,0,0,0,0,157,48.3%,168,51.7%,0,0.0%,78,24.0%,245,75.4%,0,0.0%,2,0.6%,115,35.4%,38,11.7%,321,98.8%
09X303,I.S. X303 Leadership & Community Service,2014-15,287,0,0,0,0,0,0,0,89,101,97,0,0,0,0,147,51.2%,140,48.8%,0,0.0%,65,22.6%,220,76.7%,0,0.0%,2,0.7%,109,38.0%,43,15.0%,281,97.9%
09X311,Lucero Elementary School,2013-14,156,0,49,56,51,0,0,0,0,0,0,0,0,0,0,62,39.7%,94,60.3%,0,0.0%,12,7.7%,141,90.4%,2,1.3%,1,0.6%,32,20.5%,87,55.8%,155,99.4%
09X311,Lucero Elementary School,2014-15,234,0,49,55,55,75,0,0,0,0,0,0,0,0,0,103,44.0%,131,56.0%,0,0.0%,22,9.4%,207,88.5%,2,0.9%,3,1.3%,42,17.9%,125,53.4%,230,98.3%
09X313,I.S. 313 School of Leadership Development,2010-11,447,0,0,0,0,0,0,0,146,154,147,0,0,0,0,199,44.5%,248,55.5%,7,1.6%,132,29.5%,305,68.2%,2,0.4%,1,0.2%,91,20.4%,160,35.8%,447,100.0%
09X313,I.S. 313 School of Leadership Development,2011-12,452,0,0,0,0,0,0,0,150,150,152,0,0,0,0,205,45.4%,247,54.6%,6,1.3%,135,29.9%,307,67.9%,2,0.4%,2,0.4%,83,18.4%,153,33.8%,452,100.0%
09X313,I.S. 313 School of Leadership Development,2012-13,429,0,0,0,0,0,0,0,129,152,148,0,0,0,0,206,48.0%,223,52.0%,6,1.4%,119,27.7%,302,70.4%,1,0.2%,1,0.2%,84,19.6%,147,34.3%,429,100.0%
09X313,I.S. 313 School of Leadership Development,2013-14,382,0,0,0,0,0,0,0,107,134,141,0,0,0,0,181,47.4%,201,52.6%,5,1.3%,108,28.3%,266,69.6%,2,0.5%,1,0.3%,95,24.9%,114,29.8%,382,100.0%
09X313,I.S. 313 School of Leadership Development,2014-15,348,0,0,0,0,0,0,0,118,108,122,0,0,0,0,172,49.4%,176,50.6%,5,1.4%,96,27.6%,244,70.1%,1,0.3%,2,0.6%,88,25.3%,118,33.9%,348,100.0%
09X323,Bronx Writing Academy,2010-11,508,0,0,0,0,0,0,0,140,169,199,0,0,0,0,272,53.5%,236,46.5%,4,0.8%,163,32.1%,338,66.5%,2,0.4%,1,0.2%,73,14.4%,148,29.1%,477,93.9%
09X323,Bronx Writing Academy,2011-12,472,0,0,0,0,0,0,0,145,155,172,0,0,0,0,253,53.6%,219,46.4%,5,1.1%,165,35.0%,300,63.6%,1,0.2%,1,0.2%,77,16.3%,144,30.5%,434,91.9%
09X323,Bronx Writing Academy,2012-13,490,0,0,0,0,0,0,0,150,172,168,0,0,0,0,264,53.9%,226,46.1%,7,1.4%,176,35.9%,305,62.2%,0,0.0%,2,0.4%,94,19.2%,150,30.6%,474,96.7%
09X323,Bronx Writing Academy,2013-14,497,0,0,0,0,0,0,0,175,145,177,0,0,0,0,261,52.5%,236,47.5%,9,1.8%,160,32.2%,325,65.4%,0,0.0%,3,0.6%,102,20.5%,148,29.8%,464,93.4%
09X323,Bronx Writing Academy,2014-15,460,0,0,0,0,0,0,0,152,161,147,0,0,0,0,251,54.6%,209,45.4%,13,2.8%,145,31.5%,295,64.1%,1,0.2%,6,1.3%,93,20.2%,125,27.2%,422,91.7%
09X324,Bronx Early College Academy for Teaching & Learnin,2010-11,377,0,0,0,0,0,0,0,76,86,56,77,82,0,0,188,49.9%,189,50.1%,11,2.9%,118,31.3%,244,64.7%,1,0.3%,3,0.8%,66,17.5%,43,11.4%,326,86.5%
09X324,Bronx Early College Academy for Teaching & Learnin,2011-12,493,0,0,0,0,0,0,0,85,91,84,77,75,81,0,254,51.5%,239,48.5%,15,3.0%,158,32.0%,318,64.5%,1,0.2%,1,0.2%,85,17.2%,54,11.0%,434,88.0%
09X324,Bronx Early College Academy for Teaching & Learnin,2012-13,539,0,0,0,0,0,0,0,75,91,83,79,71,63,77,270,50.1%,269,49.9%,17,3.2%,176,32.7%,341,63.3%,2,0.4%,3,0.6%,91,16.9%,54,10.0%,483,89.6%
09X324,Bronx Early College Academy for Teaching & Learnin,2013-14,508,0,0,0,0,0,0,0,75,73,83,84,72,62,59,254,50.0%,254,50.0%,16,3.1%,164,32.3%,321,63.2%,2,0.4%,5,1.0%,86,16.9%,49,9.6%,466,91.7%
09X324,Bronx Early College Academy for Teaching & Learnin,2014-15,503,0,0,0,0,0,0,0,83,75,66,64,83,71,61,244,48.5%,259,51.5%,15,3.0%,149,29.6%,333,66.2%,1,0.2%,5,1.0%,91,18.1%,70,13.9%,463,92.0%
09X325,Urban Science Academy,2010-11,424,0,0,0,0,0,0,62,113,111,138,0,0,0,0,191,45.0%,233,55.0%,4,0.9%,127,30.0%,289,68.2%,3,0.7%,1,0.2%,64,15.1%,170,40.1%,424,100.0%
09X325,Urban Science Academy,2011-12,445,0,0,0,0,0,0,48,149,128,120,0,0,0,0,206,46.3%,239,53.7%,8,1.8%,146,32.8%,288,64.7%,1,0.2%,2,0.4%,67,15.1%,159,35.7%,445,100.0%
09X325,Urban Science Academy,2012-13,408,0,0,0,0,0,0,7,109,152,140,0,0,0,0,195,47.8%,213,52.2%,3,0.7%,129,31.6%,274,67.2%,1,0.2%,1,0.2%,77,18.9%,139,34.1%,408,100.0%
09X325,Urban Science Academy,2013-14,381,0,0,0,0,0,0,0,98,116,167,0,0,0,0,188,49.3%,193,50.7%,4,1.0%,117,30.7%,258,67.7%,0,0.0%,2,0.5%,85,22.3%,127,33.3%,381,100.0%
09X325,Urban Science Academy,2014-15,331,0,0,0,0,0,0,0,103,102,126,0,0,0,0,153,46.2%,178,53.8%,3,0.9%,93,28.1%,233,70.4%,1,0.3%,1,0.3%,68,20.5%,121,36.6%,331,100.0%
09X327,Comprehensive Model School Project M.S. 327,2010-11,363,0,0,0,0,0,0,0,134,137,92,0,0,0,0,173,47.7%,190,52.3%,1,0.3%,94,25.9%,263,72.5%,3,0.8%,2,0.6%,69,19.0%,58,16.0%,350,96.4%
09X327,Comprehensive Model School Project M.S. 327,2011-12,357,0,0,0,0,0,0,0,99,130,128,0,0,0,0,173,48.5%,184,51.5%,2,0.6%,105,29.4%,247,69.2%,0,0.0%,3,0.8%,70,19.6%,42,11.8%,348,97.5%
09X327,Comprehensive Model School Project M.S. 327,2012-13,466,0,0,0,0,0,0,0,116,108,123,119,0,0,0,222,47.6%,244,52.4%,2,0.4%,119,25.5%,340,73.0%,1,0.2%,4,0.9%,90,19.3%,55,11.8%,456,97.9%
09X327,Comprehensive Model School Project M.S. 327,2013-14,543,0,0,0,0,0,0,0,91,123,108,111,110,0,0,264,48.6%,279,51.4%,0,0.0%,130,23.9%,407,75.0%,1,0.2%,5,0.9%,119,21.9%,53,9.8%,526,96.9%
09X327,Comprehensive Model School Project M.S. 327,2014-15,628,0,0,0,0,0,0,0,96,94,121,104,118,95,0,313,49.8%,315,50.2%,1,0.2%,138,22.0%,483,76.9%,1,0.2%,5,0.8%,129,20.5%,56,8.9%,555,88.4%
09X328,New Millennium Business Academy Middle School,2010-11,209,0,0,0,0,0,0,0,51,69,89,0,0,0,0,93,44.5%,116,55.5%,0,0.0%,79,37.8%,126,60.3%,3,1.4%,1,0.5%,50,23.9%,37,17.7%,209,100.0%
09X328,New Millennium Business Academy Middle School,2011-12,199,0,0,0,0,0,0,0,73,58,68,0,0,0,0,86,43.2%,113,56.8%,1,0.5%,84,42.2%,108,54.3%,3,1.5%,3,1.5%,48,24.1%,36,18.1%,199,100.0%
09X328,New Millennium Business Academy Middle School,2012-13,188,0,0,0,0,0,0,0,60,70,58,0,0,0,0,77,41.0%,111,59.0%,1,0.5%,74,39.4%,108,57.4%,3,1.6%,2,1.1%,46,24.5%,34,18.1%,188,100.0%
09X328,New Millennium Business Academy Middle School,2013-14,187,0,0,0,0,0,0,0,63,56,68,0,0,0,0,87,46.5%,100,53.5%,2,1.1%,68,36.4%,111,59.4%,3,1.6%,3,1.6%,45,24.1%,48,25.7%,187,100.0%
09X328,New Millennium Business Academy Middle School,2014-15,176,0,0,0,0,0,0,0,64,64,48,0,0,0,0,91,51.7%,85,48.3%,2,1.1%,54,30.7%,116,65.9%,3,1.7%,1,0.6%,44,25.0%,44,25.0%,176,100.0%
09X329,DreamYard Preparatory School,2010-11,348,0,0,0,0,0,0,0,0,0,0,122,108,51,67,199,57.2%,149,42.8%,3,0.9%,92,26.4%,249,71.6%,4,1.1%,0,0.0%,61,17.5%,84,24.1%,348,100.0%
09X329,DreamYard Preparatory School,2011-12,349,0,0,0,0,0,0,0,0,0,0,136,106,51,56,195,55.9%,154,44.1%,0,0.0%,94,26.9%,244,69.9%,10,2.9%,1,0.3%,75,21.5%,87,24.9%,349,100.0%
09X329,DreamYard Preparatory School,2012-13,313,0,0,0,0,0,0,0,0,0,0,107,117,51,38,176,56.2%,137,43.8%,4,1.3%,91,29.1%,205,65.5%,12,3.8%,1,0.3%,69,22.0%,77,24.6%,313,100.0%
09X329,DreamYard Preparatory School,2013-14,345,0,0,0,0,0,0,0,0,0,0,115,98,76,56,209,60.6%,136,39.4%,4,1.2%,109,31.6%,220,63.8%,9,2.6%,3,0.9%,63,18.3%,82,23.8%,345,100.0%
09X329,DreamYard Preparatory School,2014-15,336,0,0,0,0,0,0,0,0,0,0,112,98,61,65,198,58.9%,138,41.1%,5,1.5%,113,33.6%,204,60.7%,10,3.0%,4,1.2%,64,19.0%,68,20.2%,336,100.0%
09X339,I.S. 339,2010-11,797,0,0,0,0,0,0,0,246,271,280,0,0,0,0,351,44.0%,446,56.0%,9,1.1%,259,32.5%,518,65.0%,7,0.9%,4,0.5%,201,25.2%,255,32.0%,779,97.7%
09X339,I.S. 339,2011-12,740,0,0,0,0,0,0,0,227,243,270,0,0,0,0,331,44.7%,409,55.3%,6,0.8%,242,32.7%,485,65.5%,5,0.7%,2,0.3%,168,22.7%,219,29.6%,724,97.8%
09X339,I.S. 339,2012-13,661,0,0,0,0,0,0,0,195,240,226,0,0,0,0,303,45.8%,358,54.2%,9,1.4%,208,31.5%,441,66.7%,1,0.2%,2,0.3%,165,25.0%,216,32.7%,646,97.7%
09X339,I.S. 339,2013-14,606,0,0,0,0,0,0,0,177,207,222,0,0,0,0,262,43.2%,344,56.8%,5,0.8%,190,31.4%,406,67.0%,0,0.0%,5,0.8%,156,25.7%,178,29.4%,578,95.4%
09X339,I.S. 339,2014-15,555,0,0,0,0,0,0,0,191,167,197,0,0,0,0,224,40.4%,331,59.6%,6,1.1%,167,30.1%,373,67.2%,1,0.2%,8,1.4%,148,26.7%,143,25.8%,513,92.4%
09X350,New Directions Secondary School,2013-14,107,0,0,0,0,0,0,0,52,55,0,0,0,0,0,51,47.7%,56,52.3%,0,0.0%,32,29.9%,75,70.1%,0,0.0%,0,0.0%,39,36.4%,38,35.5%,107,100.0%
09X350,New Directions Secondary School,2014-15,149,0,0,0,0,0,0,0,32,64,53,0,0,0,0,71,47.7%,78,52.3%,1,0.7%,46,30.9%,101,67.8%,0,0.0%,1,0.7%,56,37.6%,46,30.9%,149,100.0%
09X361,The Highbridge Green School,2013-14,143,0,0,0,0,0,0,0,143,0,0,0,0,0,0,63,44.1%,80,55.9%,1,0.7%,29,20.3%,112,78.3%,0,0.0%,1,0.7%,35,24.5%,43,30.1%,140,97.9%
09X361,The Highbridge Green School,2014-15,269,0,0,0,0,0,0,0,136,133,0,0,0,0,0,124,46.1%,145,53.9%,2,0.7%,65,24.2%,201,74.7%,0,0.0%,1,0.4%,63,23.4%,55,20.4%,258,95.9%
09X365,Academy for Language and Technology,2010-11,364,0,0,0,0,0,0,0,0,0,0,97,118,72,77,179,49.2%,185,50.8%,0,0.0%,2,0.5%,362,99.5%,0,0.0%,0,0.0%,4,1.1%,320,87.9%,336,92.3%
09X365,Academy for Language and Technology,2011-12,336,0,0,0,0,0,0,0,0,0,0,98,98,89,51,172,51.2%,164,48.8%,0,0.0%,2,0.6%,334,99.4%,0,0.0%,0,0.0%,3,0.9%,295,87.8%,317,94.3%
09X365,Academy for Language and Technology,2012-13,315,0,0,0,0,0,0,0,0,0,0,85,92,74,64,156,49.5%,159,50.5%,0,0.0%,3,1.0%,312,99.0%,0,0.0%,0,0.0%,5,1.6%,278,88.3%,311,98.7%
09X365,Academy for Language and Technology,2013-14,301,0,0,0,0,0,0,0,0,0,0,89,82,74,56,139,46.2%,162,53.8%,0,0.0%,2,0.7%,299,99.3%,0,0.0%,0,0.0%,11,3.7%,266,88.4%,291,96.7%
09X365,Academy for Language and Technology,2014-15,322,0,0,0,0,0,0,0,0,0,0,101,85,69,67,131,40.7%,191,59.3%,0,0.0%,1,0.3%,321,99.7%,0,0.0%,0,0.0%,12,3.7%,269,83.5%,311,96.6%
09X403,Bronx International High School,2010-11,400,0,0,0,0,0,0,0,0,0,0,98,124,82,96,202,50.5%,198,49.5%,0,0.0%,90,22.5%,290,72.5%,0,0.0%,20,5.0%,9,2.3%,355,88.7%,400,100.0%
09X403,Bronx International High School,2011-12,403,0,0,0,0,0,0,0,0,0,0,88,128,121,66,219,54.3%,184,45.7%,4,1.0%,92,22.8%,291,72.2%,1,0.2%,15,3.7%,6,1.5%,370,91.8%,403,100.0%
09X403,Bronx International High School,2012-13,402,0,0,0,0,0,0,0,0,0,0,76,128,110,88,207,51.5%,195,48.5%,5,1.2%,90,22.4%,299,74.4%,2,0.5%,6,1.5%,10,2.5%,368,91.5%,384,95.5%
09X403,Bronx International High School,2013-14,414,0,0,0,0,0,0,0,0,0,0,75,113,104,122,214,51.7%,200,48.3%,10,2.4%,98,23.7%,298,72.0%,2,0.5%,6,1.4%,22,5.3%,372,89.9%,394,95.2%
09X403,Bronx International High School,2014-15,409,0,0,0,0,0,0,0,0,0,0,83,109,101,116,204,49.9%,205,50.1%,14,3.4%,82,20.0%,303,74.1%,3,0.7%,7,1.7%,14,3.4%,340,83.1%,337,82.4%
09X404,School for Excellence,2010-11,425,0,0,0,0,0,0,0,0,0,0,122,96,113,94,205,48.2%,220,51.8%,0,0.0%,149,35.1%,272,64.0%,2,0.5%,2,0.5%,106,24.9%,80,18.8%,425,100.0%
09X404,School for Excellence,2011-12,386,0,0,0,0,0,0,0,0,0,0,110,100,83,93,184,47.7%,202,52.3%,1,0.3%,133,34.5%,249,64.5%,3,0.8%,0,0.0%,103,26.7%,82,21.2%,386,100.0%
09X404,School for Excellence,2012-13,382,0,0,0,0,0,0,0,0,0,0,101,112,89,80,197,51.6%,185,48.4%,0,0.0%,125,32.7%,251,65.7%,6,1.6%,0,0.0%,104,27.2%,92,24.1%,357,93.5%
09X404,School for Excellence,2013-14,396,0,0,0,0,0,0,0,0,0,0,105,105,99,87,196,49.5%,200,50.5%,1,0.3%,104,26.3%,285,72.0%,5,1.3%,1,0.3%,111,28.0%,115,29.0%,360,90.9%
09X404,School for Excellence,2014-15,421,0,0,0,0,0,0,0,0,0,0,105,110,103,103,201,47.7%,220,52.3%,3,0.7%,113,26.8%,296,70.3%,5,1.2%,4,1.0%,116,27.6%,117,27.8%,384,91.2%
09X412,Bronx High School of Business,2010-11,439,0,0,0,0,0,0,0,0,0,0,104,118,91,126,189,43.1%,250,56.9%,8,1.8%,159,36.2%,265,60.4%,3,0.7%,4,0.9%,97,22.1%,94,21.4%,439,100.0%
09X412,Bronx High School of Business,2011-12,401,0,0,0,0,0,0,0,0,0,0,115,118,94,74,181,45.1%,220,54.9%,3,0.7%,155,38.7%,240,59.9%,1,0.2%,2,0.5%,99,24.7%,94,23.4%,401,100.0%
09X412,Bronx High School of Business,2012-13,362,0,0,0,0,0,0,0,0,0,0,104,87,97,74,160,44.2%,202,55.8%,6,1.7%,130,35.9%,223,61.6%,2,0.6%,1,0.3%,94,26.0%,103,28.5%,362,100.0%
09X412,Bronx High School of Business,2013-14,359,0,0,0,0,0,0,0,0,0,0,85,96,92,86,150,41.8%,209,58.2%,5,1.4%,124,34.5%,227,63.2%,2,0.6%,1,0.3%,86,24.0%,106,29.5%,359,100.0%
09X412,Bronx High School of Business,2014-15,339,0,0,0,0,0,0,0,0,0,0,102,86,51,100,143,42.2%,196,57.8%,5,1.5%,113,33.3%,216,63.7%,3,0.9%,2,0.6%,86,25.4%,99,29.2%,339,100.0%
09X413,Bronx High School for Medical Science,2010-11,434,0,0,0,0,0,0,0,56,50,59,74,97,64,34,259,59.7%,175,40.3%,29,6.7%,156,35.9%,245,56.5%,4,0.9%,0,0.0%,41,9.4%,26,6.0%,434,100.0%
09X413,Bronx High School for Medical Science,2011-12,455,0,0,0,0,0,0,0,55,60,53,94,93,67,33,263,57.8%,192,42.2%,24,5.3%,167,36.7%,263,57.8%,0,0.0%,1,0.2%,39,8.6%,26,5.7%,455,100.0%
09X413,Bronx High School for Medical Science,2012-13,467,0,0,0,0,0,0,0,61,61,56,95,96,65,33,264,56.5%,203,43.5%,23,4.9%,172,36.8%,268,57.4%,2,0.4%,2,0.4%,45,9.6%,25,5.4%,467,100.0%
09X413,Bronx High School for Medical Science,2013-14,465,0,0,0,0,0,0,0,59,60,48,71,92,92,43,267,57.4%,198,42.6%,30,6.5%,164,35.3%,265,57.0%,5,1.1%,1,0.2%,47,10.1%,19,4.1%,465,100.0%
09X413,Bronx High School for Medical Science,2014-15,472,0,0,0,0,0,0,0,53,67,58,82,72,82,58,275,58.3%,197,41.7%,35,7.4%,167,35.4%,261,55.3%,6,1.3%,3,0.6%,55,11.7%,15,3.2%,472,100.0%
09X414,Jonathan Levin High School for Media and Communica,2010-11,413,0,0,0,0,0,0,0,0,0,0,99,105,94,115,206,49.9%,207,50.1%,2,0.5%,104,25.2%,304,73.6%,2,0.5%,1,0.2%,87,21.1%,153,37.0%,413,100.0%
